name,idealogy_icon,city,state,statewide,headquarters,lat,long,splc_group,splc_ideology
The Daily Stormer,neo-nazi,Spokane,Washington,0,0,47.65,-117.42,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/neo-nazi"">Neo-Nazi</a>"
White Devil Social Club,neo-nazi,,Wisconsin,1,0,43.78,-88.78,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/neo-nazi"">Neo-Nazi</a>"
Militant Knights of the Ku Klux Klan,kkk,,New York,1,0,43.29,-74.21,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan"">Ku Klux Klan</a>"
Militant Knights of the Ku Klux Klan,kkk,,Missouri,1,0,37.96,-91.83,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan"">Ku Klux Klan</a>"
The Daily Stormer,neo-nazi,Austin,Texas,0,0,30.26,-97.74,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/neo-nazi"">Neo-Nazi</a>"
Phalanx,white-nationalist,Washington,District of Columbia,0,1,38.9,-77.03,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/white-nationalist"">White Nationalist</a>"
Atomwaffen Division,neo-nazi,San Antonio,Texas,0,0,29.42,-98.49,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/neo-nazi"">Neo-Nazi</a>"
Vinland Clothing,racist-skinhead,Oildale,California,0,0,35.41,-119.01,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/racist-skinhead"">Racist Skinhead</a>"
Christian American Ministries,christian-identity,Greensburg,Louisiana,0,1,30.83,-90.67,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/christian-identity"">Christian Identity</a>"
Noble Breed Kindred,neo-nazi,,California,1,0,36.77,-119.41,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/neo-nazi"">Neo-Nazi</a>"
PzG Inc.,neo-nazi,Rapid City,South Dakota,0,0,44.08,-103.23,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/neo-nazi"">Neo-Nazi</a>"
Werewolf 88,neo-nazi,,Pennsylvania,1,0,41.2,-77.19,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/neo-nazi"">Neo-Nazi</a>"
Einherjar's Honor Wotansvolk,neo-nazi,,Virginia,1,0,37.43,-78.65,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/neo-nazi"">Neo-Nazi</a>"
Firm 22,racist-skinhead,,Florida,1,0,27.66,-81.51,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/racist-skinhead"">Racist Skinhead</a>"
Firm 22,racist-skinhead,New York,New York,0,0,40.71,-74,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/racist-skinhead"">Racist Skinhead</a>"
Firm 22,racist-skinhead,,Washington,1,0,47.75,-120.74,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/racist-skinhead"">Racist Skinhead</a>"
Endangered Souls RC/Crew 519,neo-nazi,,Idaho,1,0,44.06,-114.74,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/neo-nazi"">Neo-Nazi</a>"
Endangered Souls RC/Crew 519,neo-nazi,,Florida,1,0,27.66,-81.51,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/neo-nazi"">Neo-Nazi</a>"
Be Active Front USA,racist-skinhead,,Maryland,1,0,39.04,-76.64,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/racist-skinhead"">Racist Skinhead</a>"
Be Active Front USA,racist-skinhead,,Pennsylvania,1,0,41.2,-77.19,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/racist-skinhead"">Racist Skinhead</a>"
Sons & Daughters of Liberty,white-nationalist,,Florida,1,1,27.66,-81.51,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/white-nationalist"">White Nationalist</a>"
Sons & Daughters of Liberty,white-nationalist,,Indiana,1,0,40.26,-86.13,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/white-nationalist"">White Nationalist</a>"
Sons & Daughters of Liberty,white-nationalist,,Illinois,1,0,40.63,-89.39,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/white-nationalist"">White Nationalist</a>"
Soldiers of Odin,anti-muslim,,Colorado,1,0,39.55,-105.78,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/anti-muslim"">Anti-Muslim</a>"
Soldiers of Odin,anti-muslim,,California,1,0,36.77,-119.41,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/anti-muslim"">Anti-Muslim</a>"
Soldiers of Odin,anti-muslim,,Indiana,1,0,40.26,-86.13,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/anti-muslim"">Anti-Muslim</a>"
Soldiers of Odin,anti-muslim,,Texas,1,0,31.96,-99.9,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/anti-muslim"">Anti-Muslim</a>"
Israelite School of Universal Practical Knowledge,black-separatist,Rialto,California,0,0,34.1,-117.37,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/black-separatist"">Black Separatist</a>"
Deir Yassin Remembered,holocaust-denial,Geneva,New York,0,1,42.86,-76.98,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/holocaust-denial"">Holocaust Denial</a>"
Deir Yassin Remembered,holocaust-denial,Ann Arbor,Michigan,0,0,42.28,-83.74,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/holocaust-denial"">Holocaust Denial</a>"
Israelite School of Universal Practical Knowledge,black-separatist,,North Carolina,1,0,35.75,-79.01,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/black-separatist"">Black Separatist</a>"
Israelite School of Universal Practical Knowledge,black-separatist,Minneapolis,Minnesota,0,0,44.97,-93.26,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/black-separatist"">Black Separatist</a>"
Israelite School of Universal Practical Knowledge,black-separatist,Miami,Florida,0,0,25.76,-80.19,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/black-separatist"">Black Separatist</a>"
Israelite School of Universal Practical Knowledge,black-separatist,,Texas,1,0,31.96,-99.9,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/black-separatist"">Black Separatist</a>"
The Daily Stormer,neo-nazi,Raleigh,North Carolina,0,0,35.77,-78.63,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/neo-nazi"">Neo-Nazi</a>"
Israelite School of Universal Practical Knowledge,black-separatist,St. Louis,Missouri,0,0,38.62,-90.19,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/black-separatist"">Black Separatist</a>"
White Lives Matter- CT,white-nationalist,,Connecticut,1,0,41.6,-73.08,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/white-nationalist"">White Nationalist</a>"
White Lives Matter- TX,white-nationalist,,Texas,1,1,31.96,-99.9,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/white-nationalist"">White Nationalist</a>"
White Lives Matter - TN,white-nationalist,,Tennessee,1,0,35.51,-86.58,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/white-nationalist"">White Nationalist</a>"
Israelite School of Universal Practical Knowledge,black-separatist,Detroit,Michigan,0,0,42.33,-83.04,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/black-separatist"">Black Separatist</a>"
Israelite School of Universal Practical Knowledge,black-separatist,,Oklahoma,1,0,35,-97.09,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/black-separatist"">Black Separatist</a>"
Israelite School of Universal Practical Knowledge,black-separatist,Seattle,Washington,0,0,47.6,-122.33,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/black-separatist"">Black Separatist</a>"
United Dixie White Knights of the Ku Klux Klan,kkk,,Alabama,1,0,32.31,-86.9,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan"">Ku Klux Klan</a>"
United Dixie White Knights of the Ku Klux Klan,kkk,Plantersville,Mississippi,0,0,34.21,-88.66,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan"">Ku Klux Klan</a>"
Christian American Knights of the Ku Klux Klan,kkk,Cocoa,Florida,0,1,28.38,-80.74,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan"">Ku Klux Klan</a>"
Christian American Knights of the Ku Klux Klan,kkk,Hoxie,Arkansas,0,0,36.05,-90.97,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan"">Ku Klux Klan</a>"
Old Dominion Knights of the Ku Klux Klan,kkk,,Virginia,1,1,37.43,-78.65,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan"">Ku Klux Klan</a>"
White Knights of the Ku Klux Klan of America,kkk,Vancouver,Washington,0,1,45.63,-122.66,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan"">Ku Klux Klan</a>"
Ku Klos Knights of the Ku Klux Klan,kkk,Murfreesboro,Tennessee,0,0,35.84,-86.39,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan"">Ku Klux Klan</a>"
Hate Crime Streetwear Productions,racist-music,Anaheim,California,0,1,33.83,-117.91,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/hate-music"">Hate Music</a>"
Soldiers of Odin,anti-muslim,,Tennessee,1,0,35.51,-86.58,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/anti-muslim"">Anti-Muslim</a>"
Soldiers of Odin,anti-muslim,,North Carolina,1,0,35.75,-79.01,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/anti-muslim"">Anti-Muslim</a>"
Soldiers of Odin,anti-muslim,,Illinois,1,0,40.63,-89.39,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/anti-muslim"">Anti-Muslim</a>"
Soldiers of Odin,anti-muslim,Cleveland,Ohio,0,0,41.49,-81.69,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/anti-muslim"">Anti-Muslim</a>"
Soldiers of Odin,anti-muslim,,Ohio,1,0,40.41,-82.9,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/anti-muslim"">Anti-Muslim</a>"
Soldiers of Odin,anti-muslim,,New Hampshire,1,0,43.19,-71.57,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/anti-muslim"">Anti-Muslim</a>"
Legal Immigrants for America,anti-immigrant,Winter Springs,Florida,0,1,28.69,-81.26,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/anti-immigrant"">Anti-Immigrant</a>"
American Security Rally of Montana,anti-muslim,Helena,Montana,0,1,46.58,-112.02,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/anti-muslim"">Anti-Muslim</a>"
Counter-Currents Publishing,white-nationalist,New York,New York,0,0,40.71,-74,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/white-nationalist"">White Nationalist</a>"
Counter-Currents Publishing,white-nationalist,Seattle,Washington,0,0,47.6,-122.33,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/white-nationalist"">White Nationalist</a>"
ACTBAC NC,neo-confederate,Snow Camp,North Carolina,0,1,35.89,-79.43,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/neo-confederate"">Neo-Confederate</a>"
III% Security Force,anti-muslim,,Georgia,1,1,33.43,-84.14,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/anti-muslim"">Anti-Muslim</a>"
The Crusaders,anti-muslim,Garden City,Kansas,0,0,37.97,-100.87,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/anti-muslim"">Anti-Muslim</a>"
Pig Blood Bullets,anti-muslim,Priest River,Idaho,0,0,48.25,-116.87,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/anti-muslim"">Anti-Muslim</a>"
The Right Stuff,white-nationalist,New York,New York,0,1,40.71,-74,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/white-nationalist"">White Nationalist</a>"
Committee for Open Debate on the Holocaust,holocaust-denial,York,Pennsylvania,0,0,39.96,-76.72,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/holocaust-denial"">Holocaust Denial</a>"
New Black Panther Party,black-separatist,Houston,Texas,0,1,29.76,-95.36,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/group/new-black-panther-party"">New Black Panther Party</a>","<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/black-separatist"">Black Separatist</a>"
Divine Truth Ministries,christian-identity,,Arkansas,1,0,35.2,-91.83,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/christian-identity"">Christian Identity</a>"
National Policy Institute,white-nationalist,Arlington,Virginia,0,0,38.87,-77.1,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/white-nationalist"">White Nationalist</a>"
Borderkeepers of Alabama,anti-immigrant,Birmingham,Alabama,0,1,33.52,-86.8,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/anti-immigrant"">Anti-Immigrant</a>"
Virginia Christian Alliance,anti-muslim,Henrico,Virginia,0,0,37.63,-77.5,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/anti-muslim"">Anti-Muslim</a>"
Occidental Observer,white-nationalist,Laguna Hills,California,0,1,33.59,-117.69,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/white-nationalist"">White Nationalist</a>"
Forza Nuova,white-nationalist,,New Jersey,1,1,40.05,-74.4,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/white-nationalist"">White Nationalist</a>"
Forza Nuova,white-nationalist,Phoenix,Arizona,0,0,33.44,-112.07,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/white-nationalist"">White Nationalist</a>"
Treasure Valley Refugee Watch,anti-muslim,Meridian,Idaho,0,0,43.6,-116.4,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/anti-muslim"">Anti-Muslim</a>"
Bomb Islam,anti-muslim,Phoenix,Arizona,0,0,33.44,-112.07,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/anti-muslim"">Anti-Muslim</a>"
American Vanguard,white-nationalist,Orlando,Florida,0,0,28.53,-81.37,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/white-nationalist"">White Nationalist</a>"
Foundation for Advancing Christian Truth,anti-muslim,,New York,1,0,40.9,-73.85,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/anti-muslim"">Anti-Muslim</a>"
Keep South Dakota Safe PAC,anti-muslim,Aberdeen,South Dakota,0,0,45.46,-98.48,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/anti-muslim"">Anti-Muslim</a>"
American Constitution Center,anti-muslim,Nashville,Tennessee,0,0,36.16,-86.78,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/anti-muslim"">Anti-Muslim</a>"
Secure Michigan,anti-muslim,New Baltimore,Michigan,0,0,42.67,-82.8,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/anti-muslim"">Anti-Muslim</a>"
Altra Firearms,anti-muslim,Jackson Center,Pennsylvania,0,0,41.23,-80.1,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/anti-muslim"">Anti-Muslim</a>"
Soldiers of Odin,anti-muslim,Flagstaff,Arizona,0,0,35.19,-111.65,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/anti-muslim"">Anti-Muslim</a>"
The Daily Stormer,neo-nazi,Asheville,North Carolina,0,0,35.59,-82.55,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/neo-nazi"">Neo-Nazi</a>"
The Daily Stormer,neo-nazi,Baltimore,Maryland,0,0,39.29,-76.61,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/neo-nazi"">Neo-Nazi</a>"
The Daily Stormer,neo-nazi,Philadelphia,Pennsylvania,0,0,39.95,-75.16,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/neo-nazi"">Neo-Nazi</a>"
New Black Panther Party for Self Defense,black-separatist,Stone Mountain,Georgia,0,1,33.77,-84.08,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/black-separatist"">Black Separatist</a>"
New Black Panther Party for Self Defense,black-separatist,Tampa,Florida,0,0,27.95,-82.45,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/black-separatist"">Black Separatist</a>"
New Black Panther Party for Self Defense,black-separatist,New Haven,Connecticut,0,0,41.3,-72.92,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/black-separatist"">Black Separatist</a>"
Sicarii 1715,black-separatist,Lemon Grove,California,0,1,32.73,-117.03,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/black-separatist"">Black Separatist</a>"
Sicarii 1715,black-separatist,Seattle,Washington,0,0,47.6,-122.33,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/black-separatist"">Black Separatist</a>"
Sicarii 1715,black-separatist,Inland Empire,California,0,0,34.95,-116.41,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/black-separatist"">Black Separatist</a>"
Christian American Knights of the Ku Klux Klan,kkk,Bushnell,Florida,0,0,28.66,-82.11,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan"">Ku Klux Klan</a>"
Church of the National Knights of the Ku Klux Klan,kkk,,Kentucky,1,0,37.83,-84.27,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan"">Ku Klux Klan</a>"
Church of the National Knights of the Ku Klux Klan,kkk,,North Carolina,1,0,35.75,-79.01,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan"">Ku Klux Klan</a>"
American Vanguard,white-nationalist,,Arizona,1,0,34.04,-111.09,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/white-nationalist"">White Nationalist</a>"
American Vanguard,white-nationalist,,California,1,0,36.77,-119.41,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/white-nationalist"">White Nationalist</a>"
American Vanguard,white-nationalist,,Missouri,1,0,37.96,-91.83,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/white-nationalist"">White Nationalist</a>"
American Vanguard,white-nationalist,,Nebraska,1,0,41.49,-99.9,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/white-nationalist"">White Nationalist</a>"
American Vanguard,white-nationalist,,Ohio,1,0,40.41,-82.9,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/white-nationalist"">White Nationalist</a>"
American Vanguard,white-nationalist,,Pennsylvania,1,0,41.2,-77.19,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/white-nationalist"">White Nationalist</a>"
