ORI,agency
SC0320500,WEST COLUMBIA
SC0320700,IRMO
SC0321100,SPRINGDALE
SC0321700,LEXINGTON CNTY MEDICAL C
SC0340000,MARION
SC0340100,MARION
SC0350000,MARLBORO
SC0350100,BENNETTSVILLE
SC0360500,PROSPERITY
SC0370000,OCONEE
SC0370100,SENECA
SC0370200,WALHALLA
SC0370300,WESTMINSTER
SC0380000,ORANGEBURG
SC0380100,ORANGEBURG
SC0380700,HOLLY HILL
SC0381100,SANTEE
SC0390000,PICKENS
SC0390300,EASLEY
SC0390500,PICKENS
SC0390600,CLEMSON UNIVERSITY
SC0400000,RICHLAND
SC0400100,COLUMBIA
SC0400400,FOREST ACRES
SC0400600,UNIV OF SC: COLUMBIA
SC0410000,SALUDA
SC0410100,SALUDA
SC0420000,SPARTANBURG
SC0420100,SPARTANBURG
SC0421000,LANDRUM
SC0421200,PACOLET
SC0421400,UNIV OF SC: UPSTATE
SC0430000,SUMTER
SC0430100,SUMTER
SC0440000,UNION
SC0440100,UNION
SC0450000,WILLIAMSBURG
SC0450100,HEMINGWAY
SC0450200,KINGSTREE
SC0450400,GREELEYVILLE
SC0460000,YORK
SC0460200,FORT MILL
SC0460300,ROCK HILL
SC0460400,YORK
SC0460500,TEGA CAY
SD0030100,MARTIN
SD0050100,BROOKINGS
SD0060000,BROWN
SD0060100,ABERDEEN
SD0090100,BELLE FOURCHE
SD0110000,CHARLES MIX
SD0130100,VERMILLION
SD0140000,CODINGTON
SD0140100,WATERTOWN
SD0280000,HAMLIN
SD0320100,PIERRE
SD0330100,FREEMAN
SD0400000,LAWRENCE
SD0400300,SPEARFISH
SD0410100,CANTON
SD0410500,TEA
SD0430000,MCCOOK
SD0460100,STURGIS
SD0490000,MINNEHAHA
SD0490200,SIOUX FALLS
SD0500100,FLANDREAU
SD0510000,PENNINGTON
SD0510100,RAPID CITY
SD0510300,BOX ELDER
SD0530100,GETTYSBURG
SD0630100,BERESFORD
SD0660000,YANKTON
SD0660100,YANKTON
TN0010000,ANDERSON
TN0010300,OAK RIDGE
TN0020000,BEDFORD
TN0020100,SHELBYVILLE
TN0030000,BENTON
TN0030100,CAMDEN
TN0040000,BLEDSOE
TN0040100,PIKEVILLE
TN0050000,BLOUNT
TN0050100,ALCOA
TN0060000,BRADLEY
TN0060100,CLEVELAND
TN0070000,CAMPBELL
TN0070200,LA FOLLETTE
TN0090000,CARROLL
TN0100100,ELIZABETHTON
TN0110000,CHEATHAM
TN0130000,CLAIBORNE
TN0150100,NEWPORT
TN0160100,MANCHESTER
TN0160200,TULLAHOMA
TN0170100,ALAMO
TN0170200,BELLS
TN0180100,CROSSVILLE
TN0190100,NASHVILLE
TN0190400,GOODLETTSVILLE
TN0190800,NASHVILLE INT AIRPORT
TN0199E00,VANDERBILT UNIVERSITY
TN0200000,DECATUR
TN0200100,PARSONS
TN0200200,DECATURVILLE
TN0210100,SMITHVILLE
TN0220100,DICKSON
TN0220400,DTF:23RD JUDICIAL DISTRI
TN0230100,DYERSBURG
TN0230300,TRIMBLE
TN0240400,MOSCOW
TN0250100,JAMESTOWN
TN0260200,WINCHESTER
TN0260300,COWAN
TN0260600,HUNTLAND
TN0270000,GIBSON
TN0270100,HUMBOLDT
TN0270200,MILAN
TN0280000,GILES
TN0280300,ARDMORE
TN0280500,ELKTON
TN0290000,GRAINGER
TN0300100,GREENEVILLE
TN0310400,MONTEAGLE
TN0320000,HAMBLEN
TN0320100,MORRISTOWN
TN0330000,HAMILTON
TN0330100,CHATTANOOGA
TN0330300,LOOKOUT MOUNTAIN
TN0330600,SODDY-DAISY
TN0330800,RED BANK
TN0330900,UNIV OF TN: CHATTANOOGA
TN0360100,SAVANNAH
TN0370300,MOUNT CARMEL
TN0380000,HAYWOOD
TN0380100,BROWNSVILLE
TN0390100,LEXINGTON
TN0410000,HICKMAN
TN0410100,CENTERVILLE
TN0450000,JEFFERSON
TN0450100,JEFFERSON CITY
TN0470000,KNOX
TN0470100,KNOXVILLE
TN0470500,UNIV OF TN: KNOXVILLE
TN0480100,RIDGELY
TN0490000,LAUDERDALE
TN0500000,LAWRENCE
TN0500100,LAWRENCEBURG
TN0510000,LEWIS
TN0530000,LOUDON
TN0530100,LENOIR CITY
TN0530200,LOUDON
TN0540400,CALHOUN
TN0540500,NIOTA
TN0560100,LAFAYETTE
TN0570100,JACKSON
TN0580000,MARION
TN0590200,CHAPEL HILL
TN0600000,MAURY
TN0600100,COLUMBIA
TN0600300,SPRING HILL
TN0620000,MONROE
TN0620200,MADISONVILLE
TN0620500,VONORE
TN0630000,MONTGOMERY
TN0630100,CLARKSVILLE
TN0640000,MOORE
TN0660100,UNION CITY
TN0670000,OVERTON
TN0700200,BENTON
TN0710100,COOKEVILLE
TN0710400,BAXTER
TN0710500,TENN TECHNOLOGICAL UNIV
TN0720000,RHEA
TN0730000,ROANE
TN0730100,HARRIMAN
TN0730200,KINGSTON
TN0730400,ROCKWOOD
TN0740000,ROBERTSON
TN0740100,SPRINGFIELD
TN0740200,GREENBRIER
TN0740400,CROSS PLAINS
TN0740600,COOPERTOWN
TN0750000,RUTHERFORD
TN0750100,MURFREESBORO
TN0750200,SMYRNA
TN0750400,MIDDLE TENNESSEE STATE U
TN0760000,SCOTT
TN0770100,DUNLAP
TN0780200,SEVIERVILLE
TN0780300,PIGEON FORGE
TN0790000,SHELBY
TN0790100,COLLIERVILLE
TN0790200,GERMANTOWN
TN0790400,MILLINGTON
TN0790500,UNIV OF TN: HEALTH SCI C
TN0790600,BARTLETT
TN0791000,MEMPHIS INT AIRPORT
TN0800200,SOUTH CARTHAGE
TN0810000,STEWART
TN0810300,DOVER
TN0820000,SULLIVAN
TN0820100,BRISTOL
TN0820200,KINGSPORT
TN0820300,BLUFF CITY
TN0830000,SUMNER
TN0830100,GALLATIN
TN0830200,PORTLAND
TN0830300,WHITE HOUSE
TN0830400,HENDERSONVILLE
TN0830500,WESTMORELAND
TN0840000,TIPTON
TN0840100,COVINGTON
TN0840200,MUNFORD
TN0840300,MASON
TN0840400,BRIGHTON
TN0840500,ATOKA
TN0880000,VAN BUREN
TN0890100,MCMINNVILLE
TN0900000,WASHINGTON
TN0900100,JOHNSON CITY
TN0900200,JONESBOROUGH
TN0900300,EAST TENNESSEE STATE UNI
TN0920500,SHARON
TN0940000,WILLIAMSON
TN0940100,FRANKLIN
TN0940200,FAIRVIEW
TN0950000,WILSON
TN0950100,LEBANON
TNMPD0000,MEMPHIS
TNTBI0000,TENN BUREAU OF INVESTIGA
TNTHP0100,DEPARTMENT OF SAFETY
TX0110200,ELGIN
TX0140400,KILLEEN
TX0140700,TEMPLE
TX0150000,BEXAR
TX0151400,UNIVERSAL CITY
TX0152100,ALAMO COMM COLL DISTRICT
TX0200000,BRAZORIA
TX0200100,ALVIN
TX0200800,LAKE JACKSON
TX0201000,PEARLAND
TX0201100,RICHWOOD
TX0210000,BRAZOS
TX0210100,BRYAN
TX0210200,COLLEGE STATION
TX0210400,TX A&M UN:COLLEGE STATIO
TX0220200,SUL ROSS STATE UNIVERSIT
TX0250200,BROWNWOOD
TX0290200,PORT LAVACA
TX0310300,HARLINGEN
TX0311300,SOUTH PADRE ISLAND
TX0370300,RUSK
TX0430100,ALLEN
TX0430400,FRISCO
TX0430500,MCKINNEY
TX0430600,PLANO
TX0430800,WYLIE
TX0431800,MURPHY
TX0460000,COMAL
TX0460100,NEW BRAUNFELS
TX0490100,GAINESVILLE
TX0500100,COPPERAS COVE
TX0560100,DALHART
TX0570400,CARROLLTON
TX0570500,CEDAR HILL
TX0571100,GARLAND
TX0571200,GRAND PRAIRIE
TX0571700,LANCASTER
TX0572000,RICHARDSON
TX0572100,SACHSE
TX0572400,UNIVERSITY PARK
TX0573300,ROWLETT
TX0575000,HOS DIST: DALLAS COUNTY
TX0575200,SOUTHERN METHODIST UNIV
TX0610200,DENTON
TX0610600,LEWISVILLE
TX0612800,HICKORY CREEK
TX0630100,SPUR
TX0660300,FREER
TX0670100,CISCO
TX0680200,ODESSA
TX0680400,UNIV OF TX:PERMIAN BASIN
TX0710100,ANTHONY
TX0710200,EL PASO
TX0711600,SOCORRO
TX0720100,DUBLIN
TX0720400,TARLETON STATE UNIVERSIT
TX0740600,LEONARD
TX0750100,LA GRANGE
TX0770100,FLOYDADA
TX0790000,FORT BEND
TX0790100,MISSOURI CITY
TX0790500,SUGAR LAND
TX0810100,FAIRFIELD
TX0840000,GALVESTON
TX0840400,GALVESTON
TX0840800,LEAGUE CITY
TX0840900,TEXAS CITY
TX0900000,GRAY
TX0910100,COLLINSVILLE
TX0910200,DENISON
TX0910400,SHERMAN
TX0920200,GLADEWATER
TX0920400,KILGORE
TX0920500,LONGVIEW
TX0940200,SCHERTZ
TX1010000,HARRIS
TX1010100,BAYTOWN
TX1011300,LA PORTE
TX1012300,TOMBALL
TX1012900,UNIV OF TX: HOUSTON
TX1015400,HOUSTON COMMUNITY COLLEG
TX1050100,SAN MARCOS
TX1050300,"TX ST UNIV, SAN MARCOS"
TX1050700,KYLE
TX1080900,MERCEDES
TX1081700,UNIV OF TX: PAN AMERICAN
TX1160000,HUNT
TX1160200,COMMERCE
TX1160300,GREENVILLE
TX1160400,WOLFE CITY
TX1160600,TEXAS A&M UNIV: COMMERCE
TX1161300,WEST TAWAKONI
TX1230100,BEAUMONT
TX1260200,BURLESON
TX1290000,KAUFMAN
TX1290100,FORNEY
TX1290500,TERRELL
TX1390400,PARIS JUNIOR COLLEGE
TX1391000,RENO
TX1410100,LAMPASAS
TX1430100,HALLETTSVILLE
TX1520000,LUBBOCK
TX1520200,LUBBOCK
TX1520600,TX TECH UN: LUBBOCK
TX1551800,TX ST TECH COL: WACO
TX1570100,MADISONVILLE
TX1590000,MARTIN
TX1610100,BAY CITY
TX1660300,THORNDALE
TX1700100,CONROE
TX1750100,CORSICANA
TX1770300,SWEETWATER
TX1780200,CORPUS CHRISTI
TX1781500,TX A&M UN:CORPUS CHRISTI
TX1800000,OLDHAM
TX1810200,ORANGE
TX1810400,VIDOR
TX1840000,PARKER
TX1840100,WEATHERFORD
TX1870200,LIVINGSTON
TX1880000,POTTER
TX1880100,AMARILLO
TX1910000,RANDALL
TX1990100,ROCKWALL
TX1990200,ROYSE CITY
TX2010100,HENDERSON
TX2080100,SNYDER
TX2100100,CENTER
TX2120000,SMITH
TX2120400,TYLER
TX2200100,ARLINGTON
TX2200300,BEDFORD
TX2201000,EVERMAN
TX2201200,FORT WORTH
TX2201300,GRAPEVINE
TX2201600,HURST
TX2202100,NORTH RICHLAND HILLS
TX2202200,RICHLAND HILLS
TX2203000,KELLER
TX2203300,UNIV OF TX: ARLINGTON
TX2203600,DALLAS-FORT WORTH INT AP
TX2203700,TEXAS CHRISTIAN UNIVERSI
TX2210100,ABILENE
TX2260100,SAN ANGELO
TX2260300,ANGELO STATE UNIVERSITY
TX2270000,TRAVIS
TX2270100,AUSTIN
TX2270400,WEST LAKE HILLS
TX2270500,UNIV OF TX: AUSTIN
TX2273800,ISD: PFLUGERVILLE
TX2300200,GILMER
TX2340200,EDGEWOOD
TX2350100,VICTORIA
TX2360100,HUNTSVILLE
TX2370700,HEMPSTEAD
TX2430000,WICHITA
TX2430100,BURKBURNETT
TX2430400,IOWA PARK
TX2430500,WICHITA FALLS
TX2440100,VERNON
TX2460000,WILLIAMSON
TX2460200,GEORGETOWN
TX2460400,HUTTO
TX2460500,ROUND ROCK
TX2460900,CEDAR PARK
TX2490000,WISE
TX2520000,YOUNG
TX2540000,ZAVALA
TXDPD0000,DALLAS
TXHPD0000,HOUSTON
TXSPD0000,SAN ANTONIO
UT0020100,BRIGHAM CITY
UT0020200,TREMONTON
UT0020800,WILLARD
UT0030100,LOGAN
UT0031600,UTAH STATE UNIVERSITY
UT0040000,CARBON
UT0040100,PRICE
UT0040300,HELPER
UT0050000,DAGGETT
UT0060000,DAVIS
UT0060100,BOUNTIFUL
UT0060300,LAYTON
UT0060400,CENTERVILLE
UT0060500,FARMINGTON
UT0060600,KAYSVILLE
UT0060700,NORTH SALT LAKE
UT0060900,WEST BOUNTIFUL
UT0061000,WOODS CROSS
UT0061100,CLINTON
UT0061200,SYRACUSE
UT0070000,DUCHESNE
UT0070200,ROOSEVELT
UT0130200,KANAB
UT0180000,SALT LAKE CNTY UNIFD PD
UT0180100,MIDVALE
UT0180200,MURRAY
UT0180300,SALT LAKE CITY
UT0180400,SOUTH SALT LAKE
UT0180500,SANDY
UT0180600,WEST JORDAN
UT0180700,UNIVERSITY OF UTAH
UT0181200,DRAPER
UT0181800,SOUTH JORDAN
UT0181900,BLUFFDALE
UT0182500,WEST VALLEY
UT0184000,UTAH TRANSIT AUTHORITY
UT0220000,SUMMIT
UT0230000,TOOELE
UT0230100,TOOELE
UT0230200,GRANTSVILLE
UT0240000,UINTAH
UT0240100,VERNAL
UT0250000,UTAH
UT0250500,PLEASANT GROVE
UT0250600,PROVO
UT0251200,BRIGHAM YOUNG UNIVERSITY
UT0252200,SARATOGA SPRINGS
UT0270000,WASHINGTON
UT0270100,ST. GEORGE
UT0270300,HURRICANE
UT0290100,OGDEN
UTUHP0000,UTAH HIGHWAY PATROL
VA0010000,ACCOMACK
VA0020100,UNIVERSITY OF VIRGINIA
VA0020300,ALBEMARLE COUNTY POL DEP
VA0040000,AMELIA
VA0050000,AMHERST
VA0060000,APPOMATTOX
VA0070100,ARLINGTON COUNTY PD
VA0080000,AUGUSTA
VA0100000,BEDFORD
VA0100100,BEDFORD
VA0160000,CAMPBELL
VA0160100,ALTAVISTA
VA0210100,CHESTERFIELD COUNTY PD
VA0220000,CLARKE
VA0270000,DINWIDDIE
VA0280000,ESSEX
VA0290100,FAIRFAX COUNTY PD
VA0290200,HERNDON
VA0290300,VIENNA
VA0290400,GEORGE MASON UNIVERSITY
VA0290500,NORTHERN VA COMM COLLEGE
VA0300000,FAUQUIER
VA030SP00,SP: FAUQUIER COUNTY
VA0320000,FLUVANNA
VA0330000,FRANKLIN
VA0350400,RICH CREEK
VA0360000,GLOUCESTER
VA0370000,GOOCHLAND
VA0390000,GREENE
VA0400100,EMPORIA
VA042SP00,SP: HANOVER COUNTY
VA0430100,HENRICO COUNTY POLICE D
VA0430700,J. SARGEANT REYNOLDS CC
VA0440000,HENRY
VA0460100,SMITHFIELD
VA0470100,JAMES CITY COUNTY PD
VA0490000,KING GEORGE
VA0500200,WEST POINT
VA0530000,LOUDOUN
VA0530100,LEESBURG
VA0530300,PURCELLVILLE
VA0540000,LOUISA
VA0550100,KENBRIDGE
VA0560000,MADISON
VA0570000,MATHEWS
VA0600000,MONTGOMERY
VA0600100,BLACKSBURG
VA0600300,CHRISTIANSBURG
VA0600400,VA POLYTECH INST & ST UN
VA0630000,NEW KENT
VA0670100,BLACKSTONE
VA0670200,CREWE
VA0690000,PAGE
VA0710000,PITTSYLVANIA
VA071SP00,SP: PITTSYLVANIA COUNTY
VA0720000,POWHATAN
VA0730000,PRINCE EDWARD
VA0730100,FARMVILLE
VA0730200,LONGWOOD UNIVERSITY
VA0740100,PRINCE GEORGE COUNTY PD
VA0750100,MANASSAS
VA0750200,MANASSAS PARK
VA0770100,PULASKI
VA0790000,RICHMOND
VA0800200,VINTON
VA0800300,ROANOKE COUNTY PD
VA0810000,ROCKBRIDGE
VA0820000,ROCKINGHAM
VA0820500,GROTTOES
VA0850000,SHENANDOAH
VA0850400,STRASBURG
VA0860100,MARION
VA0860300,CHILHOWIE
VA0870000,SOUTHAMPTON
VA0880000,SPOTSYLVANIA
VA0890000,STAFFORD
VA0910000,SUSSEX
VA0920000,TAZEWELL
VA0930000,WARREN
VA0930100,FRONT ROYAL
VA0940000,WASHINGTON
VA0960200,BIG STONE GAP
VA0980000,YORK
VA0990000,ALEXANDRIA
VA1000000,BRISTOL
VA1020000,CHARLOTTESVILLE
VA1030000,CHESAPEAKE
VA1050000,COLONIAL HEIGHTS
VA1070000,DANVILLE
VA1075000,FAIRFAX CITY
VA1080000,FALLS CHURCH
VA1090000,FREDERICKSBURG
VA1090100,UNIV OF MARY WASHINGTON
VA1100000,GALAX
VA1110000,HAMPTON
VA1120000,HARRISONBURG
VA1130000,HOPEWELL
VA1140000,LYNCHBURG
VA1160000,NEWPORT NEWS
VA1160400,CHRISTOPHER NEWPORT UNIV
VA1170000,NORFOLK
VA1170400,NORFOLK STATE UNIVERSITY
VA1190200,VIRGINIA STATE UNIVERSIT
VA1200000,PORTSMOUTH
VA1210000,RADFORD
VA1220000,RICHMOND
VA1220300,VIRGINIA STATE CAPITOL
VA1220400,RICHMOND INTERN'L AIRPOR
VA1230000,ROANOKE
VA1260000,STAUNTON
VA1270000,SUFFOLK
VA1280000,VIRGINIA BEACH
VA1290000,WAYNESBORO
VA1300000,WILLIAMSBURG
VA1300100,COLLEGE OF WILLIAM &MARY
VA1300200,RADFORD UNIVERSITY
VA1300400,UNIVERSITY OF RICHMOND
VA1300700,OLD DOMINION UNIVERSITY
VT0010200,MIDDLEBURY
VT0010300,VERGENNES
VT0020100,BENNINGTON
VT0020400,MANCHESTER
VT0040100,BURLINGTON
VT0040200,ESSEX
VT0040300,SOUTH BURLINGTON
VT0040400,WINOOSKI
VT0040500,COLCHESTER
VT0041100,UNIVERSITY OF VERMONT
VT0060300,SWANTON
VT0080000,LAMOILLE
VT0080100,MORRISTOWN
VT0090000,ORANGE
VT0090100,RANDOLPH
VT0110200,RUTLAND
VT0110400,FAIR HAVEN
VT0120200,MONTPELIER
VT0120600,BERLIN
VT0130000,WINDHAM
VT0130100,BELLOWS FALLS
VT0130200,BRATTLEBORO
VT0130500,DOVER
VTVSP0200,SP: ST. JOHNSBURY
VTVSP0700,SP: ST. ALBANS
VTVSP1000,SP: BRATTLEBORO
WA0010000,ADAMS
WA0010100,OTHELLO
WA0010200,RITZVILLE
WA0020000,ASOTIN
WA0030000,BENTON
WA0030100,KENNEWICK
WA0030200,RICHLAND
WA0030500,WEST RICHLAND
WA0040000,CHELAN
WA0050000,CLALLAM
WA0050100,PORT ANGELES
WA0050300,SEQUIM
WA0060000,CLARK
WA0060100,BATTLE GROUND
WA0060200,CAMAS
WA0060300,VANCOUVER
WA0060400,WASHOUGAL
WA0060500,RIDGEFIELD
WA0061000,WA STATE UNIV: VANCOUVER
WA0080000,COWLITZ
WA0080100,KELSO
WA0080200,LONGVIEW
WA0090000,DOUGLAS
WA0090200,EAST WENATCHEE
WA0100100,REPUBLIC
WA0120000,GARFIELD
WA0130200,MOSES LAKE
WA0130300,QUINCY
WA0130400,SOAP LAKE
WA0130700,GRAND COULEE
WA0140000,GRAYS HARBOR
WA0140100,ABERDEEN
WA0140800,OCEAN SHORES
WA0150100,OAK HARBOR
WA0160100,PORT TOWNSEND
WA0170000,KING
WA0170100,AUBURN
WA0170200,BELLEVUE
WA0170300,BOTHELL
WA0170600,ISSAQUAH
WA0170700,KENT
WA0170800,KIRKLAND
WA0170900,MERCER ISLAND
WA0171000,NORMANDY PARK
WA0171200,REDMOND
WA0171300,RENTON
WA0171500,BLACK DIAMOND
WA0171700,DES MOINES
WA0172300,TUKWILA
WA0172400,UNIVERSITY OF WASHINGTON
WA0172600,LAKE FOREST PARK
WA0173200,PORT OF SEATTLE
WA0173600,FEDERAL WAY
WA0173700,SEATAC
WA0174000,WOODINVILLE
WA0174100,BURIEN
WA0174200,NEWCASTLE
WA0174300,SHORELINE
WA0174700,MAPLE VALLEY
WA0174800,COVINGTON
WA0175000,SAMMAMISH
WA0180000,KITSAP
WA0180100,BREMERTON
WA0180400,PORT ORCHARD
WA0180500,POULSBO
WA0180700,BAINBRIDGE ISLAND
WA0190100,ELLENSBURG
WA0190800,CENTRAL WASHINGTON UNIV
WA0210000,LEWIS
WA0210100,CENTRALIA
WA0210200,CHEHALIS
WA0230000,MASON
WA0230400,SHELTON
WA0240000,OKANOGAN
WA0240300,OMAK
WA0240400,OROVILLE
WA0250000,PACIFIC
WA0260000,PEND OREILLE
WA0270000,PIERCE
WA0270100,PUYALLUP
WA0270200,SUMNER
WA0270300,TACOMA
WA0270500,EATONVILLE
WA0270700,FIFE
WA0271100,STEILACOOM
WA0271300,ORTING
WA0271400,BONNEY LAKE
WA0271700,FIRCREST
WA0272300,LAKEWOOD
WA0272400,UNIVERSITY PLACE
WA0280000,SAN JUAN
WA0290000,SKAGIT
WA0290100,ANACORTES
WA0290200,MOUNT VERNON
WA0290400,BURLINGTON
WA0310000,SNOHOMISH
WA0310100,ARLINGTON
WA0310200,EDMONDS
WA0310300,EVERETT
WA0310400,LYNNWOOD
WA0310500,MARYSVILLE
WA0310600,MOUNTLAKE TERRACE
WA0311200,MONROE
WA0311300,MUKILTEO
WA0311400,STANWOOD
WA0311600,WOODWAY
WA0312100,MILL CREEK
WA0320000,SPOKANE
WA0320100,CHENEY
WA0320400,SPOKANE
WA0320900,EASTERN WASHINGTON UNIV
WA0321300,LIBERTY LAKE
WA0321500,SPOKANE VALLEY
WA0330000,STEVENS
WA0340000,THURSTON
WA0340100,OLYMPIA
WA0340400,LACEY
WA0341900,EVERGREEN STATE COLLEGE
WA0360000,WALLA WALLA
WA0360100,WALLA WALLA
WA0370000,WHATCOM
WA0370100,BELLINGHAM
WA0370400,FERNDALE
WA0370500,LYNDEN
WA0370800,WESTERN WASHINGTON UNIV
WA0380000,WHITMAN
WA0380100,COLFAX
WA0380300,PULLMAN
WA0380500,WA STATE UNIV: PULLMAN
WA0380700,GARFIELD
WA0390000,YAKIMA
WA0390200,SUNNYSIDE
WA0390400,UNION GAP
WA0390500,YAKIMA
WA0390600,ZILLAH
WA0391300,WAPATO
WADI05900,LUMMI TRIBAL
WASPD0000,SEATTLE
WI0020100,ASHLAND
WI0050200,GREEN BAY
WI0070000,BURNETT
WI0090000,CHIPPEWA
WI0100000,CLARK
WI0110000,COLUMBIA
WI0130000,DANE
WI0130100,MADISON
WI0140900,WAUPUN
WI0170100,MENOMONIE
WI0170600,UNIV OF WI: STOUT
WI0180500,UNIV OF WI: EAU CLAIRE
WI0200000,FOND DU LAC
WI0200100,FOND DU LAC
WI0200200,RIPON
WI0200400,NORTH FOND DU LAC
WI0220000,GRANT
WI0220300,FENNIMORE
WI0220400,LANCASTER
WI0221200,MUSCODA
WI0221400,UNIV OF WI: PLATTEVILLE
WI0240100,BERLIN
WI0250000,IOWA
WI0290000,JUNEAU
WI0300000,KENOSHA
WI0300100,KENOSHA
WI0320100,LA CROSSE
WI0320200,ONALASKA
WI0320600,CAMPBELL TOWNSHIP
WI0330300,DARLINGTON
WI0350000,LINCOLN
WI0350100,MERRILL
WI0350200,TOMAHAWK
WI0360000,MANITOWOC
WI0360100,MANITOWOC
WI0370300,WAUSAU
WI0371300,EVEREST
WI0411000,OAK CREEK
WI0411600,WEST ALLIS
WI0411900,UNIV OF WI: MILWAUKEE
WI0440000,ONEIDA
WI0440100,MINOCQUA
WI0440200,RHINELANDER
WI0450000,OUTAGAMIE
WI0450100,APPLETON
WI0450200,KAUKAUNA
WI0450400,FOX VALLEY METRO
WI0450500,SEYMOUR
WI0450600,SHIOCTON
WI0480100,RIVER FALLS
WI0500000,PORTAGE
WI0500100,STEVENS POINT
WI0520000,RACINE
WI0520300,CALEDONIA
WI0540000,ROCK
WI0540100,BELOIT
WI0540200,JANESVILLE
WI0560100,HUDSON
WI0570000,SAUK
WI0580000,SAWYER
WI0580100,HAYWARD
WI0600200,SHEBOYGAN
WI0640000,VILAS
WI0650500,WHITEWATER
WI0670000,WASHINGTON
WI0680000,WAUKESHA
WI0680400,NEW BERLIN
WI0680500,WAUKESHA
WIMPD0000,MILWAUKEE
WV0020000,BERKELEY
WV0020100,MARTINSBURG
WV0050000,BROOKE
WV0060200,HUNTINGTON
WV0100000,FAYETTE
WV0100500,OAK HILL
WV0100900,WEST VIRGINIA TECH
WV0150000,HANCOCK
WV0150100,CHESTER
WV0150200,WEIRTON
WV0160100,MOOREFIELD
WV0170200,CLARKSBURG
WV0200000,KANAWHA
WV0200200,CHARLESTON
WV0200400,NITRO
WV0200600,SOUTH CHARLESTON
WV0202000,WEST VA STATE UNIVERSITY
WV0240000,MCDOWELL
WV0250100,FAIRMONT
WV0260000,MARSHALL
WV0260500,MOUNDSVILLE
WV0270000,MASON
WV0280300,PRINCETON
WV0310100,MORGANTOWN
WV0310600,WEST VIRGINIA UNIVERSITY
WV0340000,NICHOLAS
WV0350000,OHIO
WV0350100,WHEELING
WV0350600,WEST LIBERTY UNIVERSITY
WV0400200,WINFIELD
WV0410000,RALEIGH
WV0410100,BECKLEY
WV0420100,ELKINS
WV0450100,HINTON
WV0470000,TUCKER
WV0490100,BUCKHANNON
WV0500000,WAYNE
WV0500100,CEREDO
WV0540000,WOOD
WV0540100,PARKERSBURG
WVWSP2000,SP: KEYSER
WY0030100,GILLETTE
WY0040100,RAWLINS
WY0070200,RIVERTON
WY0110000,LARAMIE
WY0140000,NIOBRARA
WY0180000,SUBLETTE
WY0190100,GREEN RIVER
